840	719
878	719
30	743
1255	751
339	751
286	766
2951	768
2716	769
1974	769
478	769
635	769
3008	781
1058	781
810	781
3050	781
986	781
2065	786
627	786
1133	786
2065	787
530	787
3254	787
478	793
2963	804
473	821
965	823
286	823
998	829
1366	829
2634	832
715	832
2368	834
688	838
1162	840
3021	852
2065	852
598	852
1046	855
856	856
587	856
587	858
2055	876
687	876
3073	881
781	881
3073	883
876	883
861	883
2432	895
1046	924
876	934
2810	939
1047	941
3089	949
1255	965
3	969
530	969
537	969
544	969
1064	969
3121	969
2616	969
1087	969
2634	969
615	969
105	969
1133	969
627	969
1187	969
3236	969
711	969
715	969
1255	969
268	969
2830	969
277	969
793	969
2906	969
2920	969
372	969
939	969
992	969
2036	969
1018	969
736	996
3277	996
3294	996
1272	998
454	998
561	998
375	998
635	1013
1315	1018
3331	1027
451	1036
505	1036
537	1036
1093	1044
2861	1044
3186	1050
2624	1055
490	1055
1180	1057
517	1071
2830	1074
17	1074
810	1077
3050	1077
3008	1078
1058	1078
810	1078
2638	1078
630	1078
3236	1080
69	1093
1061	1096
876	1096
1146	1097
2682	1097
688	1102
652	1102
1133	1125
423	1133
855	1133
2055	1134
423	1134
311	1134
97	1134
2415	1134
3315	1134
496	1139
17	1139
609	1145
1317	1145
294	1145
1034	1145
555	1145
1229	1145
272	1145
273	1145
371	1145
2634	1151
861	1151
478	1151
965	1163
2815	1163
2809	1171
156	1171
1093	1176
1036	1176
2638	1176
905	1180
3358	1180
929	1185
4	1185
711	1185
73	1185
503	1185
1147	1185
1311	1185
1093	1193
1064	1204
939	1204
719	1204
412	1204
2065	1208
530	1208
65	1223
1280	1223
137	1223
2432	1241
2974	1241
1055	1241
2848	1241
676	1241
2346	1241
2607	1241
2861	1241
3130	1241
445	1241
2370	1241
2627	1241
1134	1241
762	1241
1024	1243
2566	1243
9	1243
2057	1243
537	1243
542	1243
544	1243
548	1243
1064	1243
2600	1243
1071	1243
1586	1243
3121	1243
2616	1243
1593	1243
573	1243
574	1243
1599	1243
2624	1243
69	1243
86	1243
2654	1243
3158	1243
615	1243
3186	1243
122	1243
639	1243
134	1243
652	1243
150	1243
2717	1243
2720	1243
676	1243
3236	1243
681	1243
1713	1243
3254	1243
1214	1243
3277	1243
719	1243
726	1243
730	1243
3302	1243
1259	1243
751	1243
3315	1243
2807	1243
1273	1243
2299	1243
2321	1243
2848	1243
2850	1243
2346	1243
2861	1243
2353	1243
2358	1243
2360	1243
2370	1243
2889	1243
2380	1243
1366	1243
2909	1243
2407	1243
881	1243
2416	1243
3440	1243
2422	1243
1915	1243
895	1243
896	1243
898	1243
1411	1243
2436	1243
2450	1243
2963	1243
409	1243
412	1243
2974	1243
2976	1243
418	1243
2980	1243
1446	1243
939	1243
2992	1243
958	1243
450	1243
452	1243
3020	1243
469	1243
3042	1243
503	1243
997	1243
2036	1243
3064	1243
2346	1245
1435	1251
2346	1251
2607	1251
2027	1251
3315	1251
2422	1251
1424	1252
2331	1252
2346	1252
2627	1252
2430	1252
2767	1252
2401	1252
3180	1252
751	1252
1273	1252
2349	1267
799	1269
821	1269
949	1269
958	1269
587	1269
3185	1269
895	1269
2861	1273
1424	1273
1180	1273
2742	1277
1178	1278
3347	1282
145	1303
1259	1303
663	1303
1303	1328
537	1328
1307	1328
25	1328
1312	1328
2336	1328
1317	1328
294	1328
2982	1328
555	1328
53	1328
57	1328
1336	1328
315	1328
574	1328
451	1328
1355	1328
1229	1328
337	1328
338	1328
1366	1328
599	1328
343	1328
3185	1328
3186	1328
1267	1328
2036	1328
761	1328
1147	1328
124	1328
1289	1329
537	1329
25	1329
2336	1329
1333	1329
321	1329
840	1329
337	1329
1134	1329
423	1330
1158	1349
715	1350
639	1353
803	1367
1034	1367
337	1367
371	1367
2068	1367
574	1367
2947	1372
1047	1372
3073	1373
1165	1373
656	1373
2321	1373
3089	1373
409	1373
27	1373
412	1373
2459	1373
544	1373
2848	1373
2850	1373
2992	1373
70	1373
587	1373
843	1373
2889	1373
3021	1373
719	1373
2767	1373
2388	1373
994	1373
996	1373
1259	1373
748	1373
876	1373
881	1373
117	1373
2807	1373
2947	1375
1255	1403
2634	1403
948	1403
436	1403
855	1403
2906	1403
333	1409
1280	1417
97	1417
2336	1417
294	1417
1229	1417
107	1436
3131	1436
876	1443
591	1451
3089	1459
1411	1553
2346	1578
99	1590
2346	1590
2794	1590
1714	1590
2738	1590
2264	1590
2815	1590
1417	1593
2346	1593
2640	1593
2325	1593
2566	1614
2346	1614
2325	1614
2566	1636
135	1636
2312	1636
2313	1636
2977	1636
2980	1636
1576	1636
562	1636
1586	1636
2236	1636
1375	1636
2815	1636
2566	1654
1417	1654
2346	1654
1446	1672
2743	1675
2325	1706
2330	1706
2346	1706
1588	1706
2776	1706
2421	1706
1500	1714
1575	1720
1706	2055
1633	2242
1919	2242
3109	2353
1446	2353
1512	2360
1974	2388
2730	2405
2068	2405
2457	2405
124	2405
639	2405
372	2418
3021	2421
2830	2422
2720	2430
107	2430
2638	2433
512	2441
770	2441
137	2441
2716	2441
929	2441
548	2441
555	2441
435	2441
65	2441
1096	2441
333	2441
861	2441
1134	2441
1266	2441
1140	2441
2346	2626
2380	2634
2302	2634
2793	2683
2438	2702
2726	2707
2346	2707
2602	2707
2809	2707
2349	2713
2346	2715
2325	2715
2951	2719
2459	2719
2743	2719
3005	2719
2906	2719
2346	2720
2992	2720
2325	2720
2358	2720
2779	2720
1424	2726
2358	2726
2730	2742
2346	2756
2358	2756
2380	2757
2421	2761
2438	2767
2332	2770
2980	2770
2346	2770
2353	2770
2358	2770
2779	2770
3315	2770
2421	2770
2346	2773
2379	2773
2417	2773
2330	2776
2403	2782
2631	2782
2346	2782
2602	2782
2330	2782
2417	2782
1588	2782
2435	2783
2634	2783
3020	2787
2416	2787
2459	2787
2850	2794
2349	2794
2353	2794
2380	2810
2616	2814
423	2814
681	2815
2346	2815
3050	2815
563	2815
2422	2819
2060	2823
334	2823
2358	2823
2346	2828
2438	2832
2358	2836
2626	2838
2627	2838
2346	2838
2417	2838
2302	2838
2906	2840
70	2845
2346	2845
2417	2845
1588	2845
2346	2847
2380	2847
2346	2848
2428	2849
2627	2855
2346	2855
2346	2858
2779	2858
2380	2870
2421	2870
2312	2881
2376	2881
2346	2881
2315	2881
3302	2884
2346	2884
451	2891
2346	2914
2325	2914
2779	2914
2380	2927
2624	2929
2380	2929
3020	2929
3315	2929
1417	2931
3004	2931
2380	2936
2416	2936
2459	2936
2980	2939
2346	2939
1180	2939
1714	2939
2325	2939
2294	2939
2815	2939
2346	2948
2346	2951
736	2959
2850	2959
2459	2959
2457	2971
941	2971
2415	2971
2927	2971
2358	2971
2346	2973
2346	2977
3079	2980
2422	2981
3042	2983
2980	2983
2346	2983
2992	2983
2358	2983
2422	2986
2438	2992
2459	2999
2620	3008
3079	3012
1417	3020
2346	3020
2325	3020
2346	3021
2325	3021
2358	3021
2441	3022
2346	3022
2417	3022
2458	3022
2626	3031
451	3031
3079	3031
2631	3031
2346	3031
2602	3031
2992	3031
2450	3031
3358	3109
2368	3131
1047	3131
2346	3180
2346	3198
2988	3198
2417	3198
3003	3198
445	3198
2310	3214
2947	3236
3021	3236
2909	3236
2906	3252
2459	3263
2726	3263
3277	3263
2909	3263
3050	3263
3309	3263
2930	3263
2428	3295
2358	3295
2349	3331
2861	3331
2909	3331
3391	3331
896	3347
518	3347
25	3347
2981	3347
2988	3347
2353	3347
2992	3347
3004	3347
450	3347
2627	3347
70	3347
2889	3347
3302	3347
2415	3347
2927	3347
3315	3347
2421	3347
2627	3349
2981	3349
2889	3349
2974	3349
2848	3358
2627	3358
2981	3358
2889	3358
2929	3358
2909	3358
3049	3362
2986	3362
3005	3362
2626	3375
3042	3375
2889	3375
2988	3375
2861	3375
2929	3375
2325	3375
2165	3375
2904	3393
2927	3406
2980	3415
3020	3415
2927	3415
2627	3424
2889	3424
3089	3440
2349	3457
3086	3457
3079	3461
3099	3479
3437	3482
2358	3483
2858	3530
2358	3551
3358	3551
2349	3553
3180	3559
2626	3561
3315	3561
3158	3561
2980	3575
2346	3575
3008	3575
2380	3575
3020	3575
2638	3575
3277	3575
3279	3575
3158	3575
2650	3575
3302	3575
2927	3575
3186	3575
3315	3575
3079	3607
3354	3610
2927	3618
2945	3621
2843	3621
2719	3621
3302	3640
2638	3640
2927	3640
2717	3640
3332	3641
2358	3662
3158	3665
2346	3677
3008	3677
3020	3677
1622	3677
3042	3677
2927	3677
3186	3677
3315	3677
2346	3686
3315	3686
3158	3686
3302	3688
1512	3688
1259	3688
2415	3688
2927	3688
2421	3688
2904	3688
2951	3691
3214	3691
1056	3691
418	3691
3236	3691
2861	3691
2607	3691
3008	3691
333	3691
2638	3691
3021	3691
3277	3691
2909	3691
3294	3691
3302	3691
2927	3691
3198	3691
2906	3698
3354	3698
3217	3704
2858	3704
2346	3706
3277	3706
3185	3706
3315	3706
3158	3706
2809	3706
3393	3714
2346	3714
3185	3723
3217	3723
887	3732
3302	3762
326	3762
